date,c1_s1,c1_s2,c1_s3,c1_s4,c1_s5,c1_s6,c1_s7,c1_s8,c1_s9,c1_s10,c1_s11,c1_s12,c1_s13,c1_s14,c1_s15,c1_s16,c1_s17,c1_s18,c1_s19,c1_s20,c2_s1,c2_s2,c2_s3,c2_s4,c2_s5,c2_s6,c2_s7,c2_s8,c2_s9,c2_s10,c2_s11,c2_s12,c2_s13,c2_s14,c2_s15,c2_s16,c2_s17,c2_s18,c2_s19,c2_s20
1960-01-01,0.06255605456118431,-0.09189416625697888,0.20195152517847406,0.2713728304620941,0.5444864310142263,0.16073264416951266,0.6074869981163782,-0.5667031644869002,-1.2132622760704121,0.15194132432968424,-0.4113022756692635,-0.6386036988914866,-0.08066657002245824,0.07353302064295938,0.074474376365574,0.29442963217047363,0.6242471454002504,-0.1863944030130828,-0.10965423461326133,0.06816447623928176,0.04918900326119251,-0.954653445637417,-0.5471172283438119,0.03121025166248508,0.27214566485142566,0.2760237204833844,0.36481540301089027,0.4921162623719179,-1.0497254900865758,0.44926890808908615,0.192177163384741,-0.6924281174228271,0.4286773539150898,-0.0715378959529833,0.1691879489680298,0.3516192414498441,1.1784445248368145,0.3393558761661477,0.6864343667513882,-0.7642587574857135
1960-04-01,-0.17099094337063928,-0.5819607828187242,-0.28920628967384854,0.7525665186320399,0.2255374798895958,-0.20889412783744762,0.7893682205784023,0.03694102807910379,-0.3225617168608516,-0.18861283292178713,0.36905844417515354,0.5262629734943357,0.5578314723475292,0.08005253113970456,-0.24925406191323668,-0.07691693963521369,0.09704633671760404,0.08812102555386932,0.39936017465823803,0.10021600574401797,0.07055402239639993,-0.25862235526938854,-0.33179322046972354,-0.05036446216099058,-0.08214761670271255,-0.050171962914134935,0.10581601826802957,-0.022466063465453667,-0.6009599372889048,-0.06659082676168085,0.14674839765875175,-0.23927649057652614,-0.047596026299708945,0.9528295083512247,-0.046016507597866435,-0.1906756740263094,0.40311811681078485,-0.0695295974512026,-0.3282417250597284,0.06024649114800167
1960-07-01,0.0793191020076345,-0.550629441422622,-0.028416777717071507,0.7497227458029111,0.6797234907854901,0.6133899569281218,0.18564665520111442,-0.36757548656072153,-0.11510158763347622,1.1159399799209713,0.37152217403313226,-0.7866354089218669,0.05967191281617092,-0.24970968984521888,-0.9782944016867151,-0.19193179567224422,0.42212892810664326,-0.1883168164693312,0.8390725541259673,0.04861860742995288,0.09493309017922401,-3.4497342829643602,-0.7247929457610564,-0.11490801471112125,-0.48289374221228376,0.15878411909116322,0.6652446020764026,0.7980480192542344,-1.0316271101300791,0.7704864590262015,0.5682659838982386,-0.8082172312650955,-0.8063056953544671,-0.23093747643465729,0.6878746110324923,0.2375864174221768,1.952188441314403,0.176879210487923,0.3642760276796644,-0.6127514588596841
1960-10-01,-0.03086424695806966,-0.45939852260249,0.3539779608506372,0.06328411080814203,0.08041542709895937,0.23103292435708553,-0.7373532763292064,-0.9383307446254662,-0.6324353136569419,-0.21323666384631104,0.0631924810997156,-0.4824531982180593,0.3611205653587206,-0.4867330798384313,-0.09509625063408755,-0.07744263576028429,0.2068184450644602,-0.24019530436392858,-0.2453520755624865,0.0013617880069197196,0.161034564883186,-0.4218569098721814,-0.755767998009756,-0.06794167307357528,-0.6862308009883462,0.09467398495581535,0.26983700344779576,-0.24781675565580272,-1.2469439005764438,0.6788135092556845,-0.26987250412516073,-0.5344212501953127,-0.21879313626888808,-0.8547775007818037,-0.20866328368220974,0.08542272915330185,1.1437224627695803,0.36829621151886754,0.5837427421614443,-0.4782447974178847
1961-01-01,0.24120875597877076,-0.28473485700203605,-0.6035220098780205,-0.3363846295281168,1.258927809572896,0.12573866284988927,-0.13683740284024168,-0.9897935339080354,-0.007913417534295916,1.3705638635759028,0.45402144895378144,-0.6733922196732588,0.3917139848887521,-0.21700498365355872,-0.39924023796104313,-0.2689419064969797,0.1374980457514569,-0.4065591588457298,1.0001194387036336,-0.015414193699073915,0.2620007387170101,-1.6496430957239747,-0.15602128804626,-0.028055081892334972,-0.09615482616894233,0.20094651509162365,-0.3869144216021604,0.4636810282412209,-1.1180713111385396,0.1984881039693357,0.08524874142122675,-0.0692279384419018,0.5242297783304194,-0.7703722431396107,0.4511909699317531,0.24588966967295145,-0.15037966148872717,0.2999237418791093,0.2627936765294894,-0.1739956558822126
1961-04-01,0.3039389413733994,-0.4271668354070294,0.33486506368457586,-0.5586909540098522,0.10703387390916613,0.9502040669690199,-0.049299882089248216,-1.4403745409731723,-0.8339209560636557,0.45163435211523806,-0.2497585669277413,-0.7105606092521868,0.5031171737377232,-0.12773258441326432,-0.5869921754835876,0.3630031224598321,0.7851652162081797,-0.7176540063619019,-0.09963701866393891,-0.5652406441417818,0.6542037594426952,-0.6331608741914463,-0.30024011404442763,0.3882397470099713,-0.2115831829958721,0.6442195868489007,-0.9218215619606656,-0.27784094229516104,-1.6437856266458064,0.3960078430998333,-0.3355174765407349,-0.7665241217189378,0.16969761774233574,-1.1900069663345803,-0.5448403577145206,0.9245140807839977,-0.9261979467170939,0.5241605046861437,-0.04514464396827806,-0.9059235212942365
1961-07-01,0.853856682680986,-0.6654488220778311,-0.49003527631718424,-0.6235487281388841,0.759482910135203,0.26556276572541915,-1.105877469259721,-0.6325358672685722,0.08963619639163521,0.5272770380528585,-0.4196793752047723,-0.8553962555068725,0.749699023870229,-0.025437481873822252,-0.6634031447628763,0.06115237579263135,0.40035404941337555,-0.44802573352452135,1.4636408826380927,-0.5604978098455192,0.17006526865720661,-0.5448197195490149,-0.8844948108893608,0.36404970084614185,-0.2750295502004493,0.40145289909023063,-0.47349947901631684,0.06446141997125857,-0.8340059163451193,0.8278632816667382,-0.6315524647032216,-0.6134295421705311,0.4119646079236614,-0.8036093524377631,0.45257845557838117,0.30188820331454475,-0.08891898425769561,0.28073615736013013,-0.23676239448285585,-0.5448409258842665
1961-10-01,0.33597536647339027,-0.9027144189288683,1.6637971469672017,-0.43277057897625976,1.096907661106864,0.6699560555877992,-1.3948924084446024,-0.9342701980754762,0.2381804614556819,0.4909242476220804,-0.39958842721821014,-0.627430270062745,0.41132803746905366,-0.23624303531321417,-1.1946621718844865,-0.18969558405595682,0.31907311344730693,-0.6914293326754737,0.4958418153183904,-0.6111601598029621,0.32216393788010245,-1.962483152902629,0.0741477198951028,0.5995481320890709,-0.4386907664299888,0.5823441156734223,-0.5004409660778346,0.5958295522688151,-1.501856283243607,0.6051905219642179,-1.4383672798696607,-0.7363582007349244,-0.4321192449699717,-0.15406488771181553,-0.3914790347633149,0.507239471348719,-0.3264891047628307,0.5104295080685507,0.8021421037120833,-0.6297996279701286
1962-01-01,0.46723660166157627,-0.45214498288527694,-1.6007226162383297,0.42637618742813876,0.746409914819885,0.6191257250115364,-0.47953050229056304,-0.5918721439034019,0.28553443750968893,1.351626452252326,-0.3902821457313004,-0.8497636113078356,0.9610629643435429,-1.022454612115153,-1.7787957272185584,-0.8312379131637354,0.6416290779999463,-0.6811917002052236,-0.10558600345866843,-0.3752398155318434,0.20512340758966752,-0.43358900477671,0.2363640532106125,0.3520487277414532,-0.9383631199791898,-0.011366076568159864,1.3012381625169351,0.05978687786075711,-1.3897809338960385,-0.13109656005798154,-1.0019756743221824,-0.49148324225487994,-0.7412483629725546,0.7612485857357008,0.4953014939209724,0.1672442954322336,0.747982649209342,0.5607602706277638,1.3811433676689633,-0.6340674478023122
1962-04-01,-0.06258307775130245,-0.023164305042792738,1.2313767234088522,0.3106315570102971,1.4291778299739002,0.06574338099878188,-0.6140213430282492,-0.5729622107058604,0.7349347961673331,1.2477437683863946,0.24355741031961023,-0.12774202287320666,-0.14672778825848393,-0.19720324872136225,-2.008624416839722,-0.9628202174409737,-0.11879866614380843,-0.05815296385050794,0.8867169814716644,0.10398087323960058,-0.004406441594054649,0.8624937607764146,0.15952863760858715,-0.0024782218278076823,-0.14241679983689326,-0.19359946294044755,-0.18721564872256372,-0.1445159934905905,-1.096179034371093,-0.28412074754120914,-1.1806054487973572,-0.061169554454495054,0.8176583019544439,0.2836258796952481,-0.27622448484454176,0.1336450858931267,0.47014137950998314,-0.6055010698406341,0.03955078605489466,0.36436936008366017
1962-07-01,0.2920956137227232,-1.0910857642580638,-1.7117597479867759,0.28735171308350316,0.9202943519333844,1.160096839285928,-0.09830423947658036,-0.5099837096549377,0.8455862944686258,0.7741406757872521,0.4547392355825536,-0.9160034375546388,0.6566204423246813,-0.5582867804877482,-1.7310773197907336,-1.0991402039883678,0.36200533827871817,-0.41004857490442165,2.3344096264167096,-0.17504300243733167,0.2526274806111914,-2.9020818171038645,-0.6186699734600889,-0.2968330096576566,-0.7068371465700217,0.23314035434625485,0.6898751280926472,0.8284449117874665,-1.151613017350648,0.2835434413296461,-0.8594057563458395,-0.4643821355228169,-0.28028778601395454,-1.1837905121423749,0.5209426887038608,-0.0382126159162251,0.6631531682222609,0.37864458449823624,0.2743027801024068,-0.3855482709357499
1962-10-01,0.3184035794915326,-1.659021993761963,1.8944762382961926,0.4745768676727096,0.4256228079805448,0.9072361983419137,-0.4476462502930134,-0.5007997489072279,0.2773851091117495,1.4869476132846253,0.40308486148031897,-0.7511703647367974,0.9228011672310831,-1.3947859034060044,-1.264978552083535,-0.842661769542805,0.9601440466604516,-0.5654451511679217,-0.1707951408861925,-0.7510568104841907,0.1569838300679295,0.32935478855299444,0.7414834478080948,0.2631977245242637,0.14627368584786118,0.4704340684643169,-0.7029611404833938,-0.3921331039424665,-1.2218488787548065,0.666680517673472,-1.0597233211236832,-0.4400880882609812,-0.8655346111795708,-0.5389821588847761,-0.4170650039898494,0.4362945498800815,-0.27346521619627834,0.2988333124552981,0.24754461236272723,-0.13517044210444337
1963-01-01,0.31896755266285776,-2.141091178955471,-0.47837683722625773,-0.6731233993862981,0.1810744297028043,1.148867654578222,-0.059903396644557357,-0.9070340693933342,-1.0076478982878805,1.7947576329998858,0.33141514167383024,-1.79205414017666,1.6577820102195935,-2.090909382064662,-0.771295740772576,-0.8991515499383546,1.2333524622152254,-1.2064395162741337,1.3513745795146153,-1.0256162469825936,0.6414971264879507,-1.9228462998411204,0.6609081921261447,0.6363507098658294,0.18404012912767106,0.678782114477505,-0.6262098296850642,0.7230088813851171,-1.0351983450479283,1.2270479246869699,-0.8242685220026235,-0.8277513372209641,-1.071028175903478,-1.5541439280437621,0.13430461171674762,0.7297808744785009,-0.6065840006841107,0.7422827121651085,-1.195071216653095,-1.294233351908427
1963-04-01,0.2474923594242935,-2.2265227140495703,0.44544645326300564,-0.1485074853326851,-0.21013996149043232,1.3272562444841882,-0.8178405759299342,-1.0213294346577626,-1.2350472766143135,2.280051994791055,0.11587786040538854,-2.2035404599880377,1.1409327168200054,-2.0073004720988643,-1.2295056672369846,-1.3060825115490227,1.2241332952167274,-1.3030346811139502,2.2392631167815122,-1.0309636393178738,0.3592283474520763,0.40707621757874995,1.1334735110929113,0.6526802317121915,-0.1677502806047065,0.7329601643779323,0.47021352377503384,0.21856474533352493,-0.4670527596310189,0.970963507462564,-0.6281717863460107,-0.5871831062538683,-0.264713166358563,0.6447013241342437,-0.25569394532156403,0.6041330622182398,-0.16852361123616,0.8174955240721666,-0.028899577971647276,-0.27208742307003925
