date,gdp_growth,inflation
1948-01-01,2.84811775376003,8.46853731605896
1948-04-01,4.82114098210319,8.62661799901689
1948-07-01,5.44303370456931,8.14401295951975
1948-10-01,4.0937878155387,4.42949550457599
1949-01-01,1.11257692136915,1.37414394939392
1949-04-01,-1.07201892916586,-0.318457154126737
1949-07-01,-0.494013784592345,-2.82682778825601
1949-10-01,-1.59028714660664,-2.14557783940055
1950-01-01,3.76800641477588,-1.50091889954438
1950-04-01,7.13163001860324,-0.629931826688324
1950-07-01,9.85494090331709,2.0302448584727
1950-10-01,12.5415627450721,4.27137474740101
1951-01-01,9.83633567190761,8.56440442797977
1951-04-01,8.48463980474905,8.77662116178666
1951-07-01,6.6195603103655,6.90453714690672
1951-10-01,5.04277104060335,6.3692528032898
1952-01-01,4.7921937270896,2.76718320339638
1952-04-01,3.25254267561448,2.05983411291406
1952-07-01,1.94856862579888,2.78884991218308
1952-10-01,5.02627284427256,1.43477682232036
1953-01-01,5.87915089173879,0.766780520812524
1953-04-01,6.52538065922971,0.87706810931433
1953-07-01,5.24611816513885,0.66024635008226
1953-10-01,0.40227577660732,0.721452899418153
1954-01-01,-1.92879537728526,1.24440180275603
1954-04-01,-2.55755290600449,0.708562751530641
1954-07-01,-0.827614467504071,-0.0123336831443762
1954-10-01,2.75471364225319,-0.496999815784907
1955-01-01,6.06679954149321,-0.595369529777593
1955-04-01,7.58485412922882,-0.571423356338966
1955-07-01,7.78919280117958,-0.236418647149556
1955-10-01,6.36141901612938,0.373042322404952
1956-01-01,3.07110433470171,0.248496895702886
1956-04-01,2.2081036919157,1.04055817603867
1956-07-01,0.757968178217728,1.99677980635015
1956-10-01,1.82359257941955,2.54868242241368
1957-01-01,2.89117537193586,3.3554485677896
1957-04-01,1.86783125838863,3.54886538529738
1957-07-01,2.95278737038375,3.40668719686871
1957-10-01,0.270500203581052,3.03863590577567
1958-01-01,-3.08533864891132,3.39758918952594
1958-04-01,-2.23379329988138,3.22019077947335
1958-07-01,-0.874406338302569,2.2739125576608
1958-10-01,2.48874294278679,1.89527352823187
1959-01-01,7.23243512148873,0.889759378939389
1959-04-01,9.11945781853967,0.390829539057769
1959-07-01,6.68205922469097,0.963674595308998
1959-10-01,4.72725743699886,1.46337577618655
1960-01-01,4.94523210510325,1.38153368137634
1960-04-01,1.98110947325363,1.80852894914853
1960-07-01,2.26209663427552,1.34966661700335
1960-10-01,0.62278736677257,1.38634072744557
1961-01-01,-1.00230237364789,1.49686918881147
1961-04-01,1.31783766168525,0.864190175999359
1961-07-01,2.75836434070411,1.19816655643678
1961-10-01,6.06372150853328,0.702719262123245
1962-01-01,7.24699535359949,0.889529885128863
1962-04-01,6.49410341294887,1.2989361249131
1962-07-01,5.81059728050573,1.19462158242592
1962-10-01,4.04108683108115,1.29206155672337
1963-01-01,3.56144763220568,1.22158466599876
1963-04-01,3.70572897297248,1.03134801319505
1963-07-01,4.65244244074685,1.35496996395515
1963-10-01,5.16641215782696,1.3836785438985
1964-01-01,6.08586825178691,1.47655612977853
1964-04-01,5.98623110157648,1.45241949091134
1964-07-01,5.47053600700657,1.0684906821228
1964-10-01,4.98834188973214,1.2581594651818
1965-01-01,5.19775608529272,1.15719734195566
1965-04-01,5.40142235476067,1.632404328331
1965-07-01,6.05954029819721,1.70306459895723
1965-10-01,8.16551777891047,1.76865413905895
1966-01-01,8.16362081041727,2.388713726401
1966-04-01,7.14850869429227,2.65353718388438
1966-07-01,5.79632428572356,3.21869437859186
1966-10-01,4.21959159935177,3.50761449934699
1967-01-01,2.67144576277608,2.83103340732405
1967-04-01,2.36210112280406,2.53403830514285
1967-07-01,2.49881660321605,2.6726381609678
1967-10-01,2.45387686098417,2.94588951444713
1968-01-01,3.61616508585487,3.67268672752127
1968-04-01,5.27719434778657,4.03772045390159
1968-07-01,5.16690970057627,4.38028717955937
1968-10-01,4.83714212296003,4.52223485253608
1969-01-01,4.36081661452716,4.75743550003861
1969-04-01,2.96856750845825,5.355972698378
1969-07-01,2.91598996967347,5.37634482217136
1969-10-01,2.0139043036008,5.66846440477118
1970-01-01,0.294093639570506,6.04079476255176
1970-04-01,0.183081451946372,5.86320026909769
1970-07-01,0.440267666680656,5.53020925719026
1970-10-01,-0.157278873722204,5.44891642582049
1971-01-01,2.72072027080096,4.70056038326452
1971-04-01,3.10537355932039,4.22330043279676
1971-07-01,3.01297945191087,4.18151989719628
1971-10-01,4.36015701022755,3.47494681335126
1972-01-01,3.4116434850927,3.44559720374821
1972-04-01,5.18944140335709,3.17549819769906
1972-07-01,5.34842212258596,2.9850555560262
1972-10-01,6.70192483485198,3.27874693183322
1973-01-01,7.45718708995738,4.02861530054941
1973-04-01,6.26400419157923,5.45641626525655
1973-07-01,4.77563144133477,6.60848195150064
1973-10-01,4.09221051888972,8.08140451562596
1974-01-01,0.682624408767323,9.45202202947993
1974-04-01,-0.211064737201261,10.0246264954155
1974-07-01,-0.670772878432773,10.8470764802459
1974-10-01,-2.0148733094524,11.373714529561
1975-01-01,-2.35562005424132,10.5601514535952
1975-04-01,-1.85158199778698,9.11414965243952
1975-07-01,0.813344901442445,8.32673925537323
1975-10-01,2.50628468644792,7.12477425781505
1976-01-01,5.97790741144159,6.14887529189035
1976-04-01,5.9651446184971,5.84095620214648
1976-07-01,4.78467006382953,5.43918738321184
1976-10-01,4.20949158051572,5.05764933235619
1977-01-01,3.11555293195572,5.73382222085222
1977-04-01,4.33448870652759,6.57603659357672
1977-07-01,5.61716573253407,6.36690129449156
1977-10-01,4.87397141321571,6.38529143689922
1978-01-01,4.05980462193837,6.27518095215177
1978-04-01,5.9524665824641,6.79038585023937
1978-07-01,5.15473020008917,7.71696779065465
1978-10-01,6.48847406419001,8.55299983475992
1979-01-01,6.31445727509481,9.33134072193267
1979-04-01,2.54963446263314,10.2132068220887
1979-07-01,2.29051826808399,11.084255012375
1979-10-01,1.25239768812732,11.9014257110984
1980-01-01,1.4078498142291,13.2844092033119
1980-04-01,-0.757396810997802,13.4766019842507
1980-07-01,-1.66013821430091,12.1654819881509
1980-10-01,-0.101928149485558,11.813270428733
1981-01-01,1.63170261667099,10.6746823257749
1981-04-01,2.90181447707834,9.41712783254519
1981-07-01,4.29649033730081,10.3030215099929
1981-10-01,1.20961723556736,9.15418957408649
1982-01-01,-2.50202717062543,7.30986901771148
1982-04-01,-1.1598100786204,6.67712992486406
1982-07-01,-2.75390198874662,5.65607363247435
1982-10-01,-1.42230181954713,4.34807188174388
1983-01-01,1.46935608580692,3.53107737476112
1983-04-01,3.15066965769306,3.24979602379538
1983-07-01,5.49048271297558,2.49481935983154
1983-10-01,7.45799146925314,3.18217228433834
1984-01-01,8.14342227611564,4.52156353229796
1984-04-01,7.63197442802787,4.31077904531068
1984-07-01,6.6447750243111,4.20602306832435
1984-10-01,5.41088224497583,4.07050257060598
1985-01-01,4.42879041428,3.57599346676319
1985-04-01,3.55958490226509,3.54349421999423
1985-07-01,4.14347942037504,3.29768040418805
1985-10-01,4.08765060861552,3.45286515090857
1986-01-01,4.10575645935019,3.05856722598655
1986-04-01,3.66439762270989,1.66448785592876
1986-07-01,3.07387367476662,1.65437028304307
1986-10-01,2.7997547845013,1.33704001362596
1987-01-01,2.39463319723026,2.0178919924331
1987-04-01,3.05180626524397,3.632317011178
1987-07-01,2.95628935681366,4.07822756884778
1987-10-01,4.16995136011221,4.31128779335112
1988-01-01,4.13412535370911,3.88908090757174
1988-04-01,4.35260867300048,3.9028252837754
1988-07-01,4.00328770956395,4.05879028099867
1988-10-01,3.63389114284762,4.2160791480687
1989-01-01,4.05199453330379,4.56812604582816
1989-04-01,3.5208936390893,5.03130565355402
1989-07-01,3.79620762480416,4.5990354228857
1989-10-01,2.68788464934314,4.52339284959932
1990-01-01,2.79285312727244,5.10051168056137
1990-04-01,2.44413909852329,4.48150422249603
1990-07-01,1.65264068212947,5.41330011117966
1990-10-01,0.554803853186175,6.08750811738116
1991-01-01,-0.970097544556561,5.12603466837049
1991-04-01,-0.694749859242691,4.73301249114026
1991-07-01,-0.273343029111102,3.78131251999949
1991-10-01,0.997648065597098,2.92210476926367
1992-01-01,2.57529224853718,2.85253146610603
1992-04-01,2.96056235649539,3.02739039079335
1992-07-01,3.56733352092894,3.02848415587614
1992-10-01,4.22239113630695,3.07452338968612
1993-01-01,3.31432798857893,3.12395489820343
1993-04-01,2.89428296612958,3.07726393284398
1993-07-01,2.3926885040051,2.77833128560555
1993-10-01,2.65888307111537,2.73161262005014
1994-01-01,3.44315031329133,2.50775164934636
1994-04-01,4.16474455969598,2.3545871957928
1994-07-01,4.28159963149502,2.81495370997355
1994-10-01,4.07377687562847,2.57003389747505
1995-01-01,3.35069535771231,2.80074309752532
1995-04-01,2.20666230750942,3.04846518959727
1995-07-01,2.40122493987092,2.6293397741709
1995-10-01,1.99154348520534,2.5925391998461
1996-01-01,2.42890583342158,2.74582308031298
1996-04-01,3.92857725135921,2.78786991717498
1996-07-01,3.95761388910686,2.85878816211318
1996-10-01,4.34860385900393,3.18007865976741
1997-01-01,4.43144612930579,2.90260829305666
1997-04-01,4.18967747113434,2.27578231065012
1997-07-01,4.57096500035283,2.2006234312467
1997-10-01,4.24931540399081,1.87334318868352
1998-01-01,4.42367365712027,1.47173835959654
1998-04-01,3.84672425344636,1.57085060164622
1998-07-01,3.91037654570368,1.58375776811363
1998-10-01,4.8624107684628,1.51420175325816
1999-01-01,4.80952013955193,1.67316287151361
1999-04-01,4.69185546869642,2.09049938486742
1999-07-01,4.64509213530773,2.31901346993283
1999-10-01,4.70956236664839,2.58602526389147
2000-01-01,4.08295408072932,3.20501302831502
2000-04-01,5.23761036698632,3.24022906377773
2000-07-01,4.05709440539108,3.41015843801044
2000-10-01,2.86567432964524,3.38554682664961
2001-01-01,2.27581643382595,3.3536803016439
2001-04-01,0.996923828086361,3.27088153302138
2001-07-01,0.638714131751639,2.64311858383529
2001-10-01,0.401504417935486,1.85764600549592
2002-01-01,1.58685399257456,1.2241398310352
2002-04-01,1.46226323393971,1.30912175313537
2002-07-01,2.23495885149345,1.56399155248826
2002-10-01,1.9035428479517,2.22842399027145
2003-01-01,1.45221526600879,2.93268970950496
2003-04-01,1.71758061924813,1.98609049699316
2003-07-01,2.88224473857512,2.19235328866304
2003-10-01,3.75653264974425,1.98205388205769
2004-01-01,4.05382468366833,1.801832782591
2004-04-01,3.96753842845184,2.74726373819166
2004-07-01,3.03666222428556,2.64006143923012
2004-10-01,3.00598019947535,3.32877378661632
2005-01-01,3.29690832439137,2.98966772558571
2005-04-01,3.01377980298424,2.88156480684373
2005-07-01,3.03945083543366,3.7453038493424
2005-10-01,2.69025326442563,3.60873531205924
2006-01-01,3.00061804612845,3.60812832990567
2006-04-01,2.9356315510965,3.86543551542373
2006-07-01,2.20445511435174,3.28880609860029
2006-10-01,2.41784155650398,1.92973851426304
2007-01-01,1.33359920251223,2.41710150928254
2007-04-01,1.77091864189793,2.63289314930564
2007-07-01,2.30699707852938,2.3230831754847
2007-10-01,2.29193886598639,3.93260795299461
2008-01-01,1.89119661181211,4.08101960887468
2008-04-01,1.24205550330499,4.20867691890548
2008-07-01,-0.339725526800764,5.14001455470962
2008-10-01,-2.80624852337366,1.54318083155425
2009-01-01,-3.87182605384412,-0.155332652044761
