date,gdp_growth,cpi_inflation,ffr
1954-01-01,-1.90394128397712,1.24440180275603,1.02666666666666
1954-04-01,0.502828476020461,0.708562751530641,0.986666666666666
1954-07-01,4.48010197268393,-0.0123336831443762,1.34333333333333
1954-10-01,7.93986540428549,-0.496999815784907,1.5
1955-01-01,11.3444023129829,-0.595369529777593,1.94
1955-04-01,6.5750468269629,-0.571423356338966,2.35666666666666
1955-07-01,5.29745666048695,-0.236418647149556,2.48333333333333
1955-10-01,2.22877026408469,0.373042322404952,2.69333333333333
1956-01-01,-1.81685641272768,0.248496895702886,2.81
1956-04-01,3.12304425581883,1.04055817603867,2.92666666666666
1956-07-01,-0.503085394304935,1.99677980635015,2.93333333333333
1956-10-01,6.49126786889201,2.54868242241368,3.0
1957-01-01,2.45347475733754,3.3554485677896,3.23333333333333
1957-04-01,-0.970332198370083,3.54886538529738,3.25333333333333
1957-07-01,3.83673905367555,3.40668719686871,1.86333333333333
1957-10-01,-4.2378807983188,3.03863590577567,0.94
1958-01-01,-10.9698806526319,3.39758918952594,1.32333333333333
1958-04-01,2.43584919774967,3.22019077947335,2.16333333333333
1958-07-01,9.27428689999082,2.2739125576608,2.57
1958-10-01,9.21471632603867,1.89527352823187,3.08333333333333
1959-01-01,8.00488806217577,0.889759378939389,3.57666666666666
1959-04-01,9.98393998595342,0.390829539057769,3.99
1959-07-01,-0.475307475403972,0.963674595308998,3.93333333333333
1959-10-01,1.39550917527024,1.46337577618655,3.69666666666666
1960-01-01,8.87678673459333,1.38153368137634,2.93666666666666
1960-04-01,-1.87255054144506,1.80852894914853,2.29666666666666
1960-07-01,0.648641168683566,1.34966661700335,2.00333333333333
1960-10-01,-5.16172789474155,1.38634072744557,1.73333333333333
1961-01-01,2.37642777291149,1.49686918881147,1.68333333333333
1961-04-01,7.4080095998875,0.864190175999359,2.4
1961-07-01,6.41074788475899,1.19816655643678,2.45666666666666
1961-10-01,8.05970077657515,0.702719262123245,2.60666666666666
1962-01-01,7.10952315317632,0.889529885128863,2.84666666666666
1962-04-01,4.39644183728503,1.2989361249131,2.92333333333333
1962-07-01,3.67672335498641,1.19462158242592,2.96666666666666
1962-10-01,0.981658978876862,1.29206155672337,2.96333333333333
1963-01-01,5.19096635767444,1.22158466599876,3.33
1963-04-01,4.97356720035222,1.03134801319505,3.45333333333333
1963-07-01,7.4635772260839,1.35496996395515,3.46333333333333
1963-10-01,3.03753784719729,1.3836785438985,3.49
1964-01-01,8.86879073351424,1.47655612977853,3.45666666666666
1964-04-01,4.57501859951046,1.45241949091134,3.57666666666666
1964-07-01,5.40079684780429,1.0684906821228,3.97333333333333
1964-10-01,1.10876137809957,1.2581594651818,4.07666666666666
1965-01-01,9.70644751575657,1.15719734195566,4.07333333333333
1965-04-01,5.38968367738223,1.632404328331,4.16666666666666
1965-07-01,8.03326862155045,1.70306459895723,4.55666666666666
1965-10-01,9.53267130095264,1.76865413905895,4.91333333333333
1966-01-01,9.69885964178377,2.388713726401,5.41
1966-04-01,1.32923521288223,2.65353718388438,5.56333333333333
1966-07-01,2.6245309872756,3.21869437859186,4.82333333333333
1966-10-01,3.22574055546549,3.50761449934699,3.98999999999999
1967-01-01,3.50627629548099,2.83103340732405,3.89333333333333
1967-04-01,0.0918566529941683,2.53403830514285,4.17333333333333
1967-07-01,3.17139290892356,2.6726381609678,4.78666666666666
1967-10-01,3.04598158653796,2.94588951444713,5.98
1968-01-01,8.15542919496381,3.67268672752127,5.94333333333333
1968-04-01,6.73597370072096,4.03772045390159,5.91666666666666
1968-07-01,2.73025432008235,4.38028717955937,6.56666666666666
1968-10-01,1.72691127607298,4.52223485253608,8.32666666666666
1969-01-01,6.25012716123235,4.75743550003861,8.98333333333333
1969-04-01,1.16697727644533,5.355972698378,8.93999999999999
1969-07-01,2.51994416494321,5.37634482217136,8.57333333333333
1969-10-01,-1.88143138821769,5.66846440477118,7.88
1970-01-01,-0.629115494888818,6.04079476255176,6.70333333333333
1970-04-01,0.722928525948792,5.86320026909769,5.56666666666666
1970-07-01,3.54868902388035,5.53020925719026,3.85666666666666
1970-10-01,-4.27161754982914,5.44891642582049,4.56333333333333
1971-01-01,10.8828810832038,4.70056038326452,5.47333333333333
1971-04-01,2.26154168002651,4.22330043279676,4.75
1971-07-01,3.17911259424223,4.18151989719628,3.54
1971-10-01,1.1170926834376,3.47494681335126,4.3
1972-01-01,7.08882698266447,3.44559720374821,4.74
1972-04-01,9.37273335308407,3.17549819769906,5.14333333333333
1972-07-01,3.8150354711577,2.9850555560262,6.53666666666666
1972-10-01,6.5311035325017,3.27874693183322,7.81666666666666
