date,s01_consumption,s02_govt_consumption,s03_construction,s04_exports,s05_imports,s06_capital,s07_gdp,s08_manufacturing,s09_transport_storage_communication,s10_total_output,s11_distribution_hotels_catering,s12_all_production_industries,s13_electricity_gas_and_water_supply,s14_manuf_of_food_drink_tobacco,s15_manuf_coke_petroleum_prod_nuclear_fuels,s16_manuf_of_chemicals_man_made_fibres,s17_total_production,s18_rpi_total_food,s19_rpi_total_non_food,s20_rpi_all_items_other_than_seasonal_food,s21_cpi,s22_gdp_deflator,s23_wages,s24_rpix,s25_rpi,s26_m4_total,s27_m4_households,s28_m4_pnfcs,s29_m4_ofcs,s30_m0,s31_m4_lending,s32_m4l_households,s33_m4l_pnfcs,s34_house_prices,s35_dividend_yield,s36_pe_ratio,s37_ftse_all_share_index,s38_pounds_dollar,s39_pounds_euro,s40_pounds_yen
1970-04-01,0.7737619107112665,2.465161423870375,1.2255537647085615,-0.7969105816971456,1.2649279203642825,1.1507826088210549,1.7124299137927979,0.40597426463090225,0.497524443551365,0.0783053492746261,0.038263934839369615,0.014235821360997495,-1.1932357147132455,1.5987268521545934,-0.36679871586771534,0.9541567149337002,-0.45869023062749364,0.8456135169156382,-0.08110108165009344,0.2763885593213962,0.6114833394409293,0.26015696513468567,1.845968491206281,0.3024096124354091,0.6373777711155614,0.3868652652806054,1.66921712666795,0.44077739259479354,-0.3626682529659771,-0.020254198385905437,1.1532792999065802,-1.9460825122637035,-0.06366406458851959,-0.5539318220202203,1.8612536778435842,0.45229881330233307,-1.7279041750457071,-0.04688937602320557,0.01857082767654706,-0.19596958658645067
1970-07-01,0.727693407859408,-1.0557088934160486,0.5559065769690026,-0.6862864269808666,-0.2817235115302057,-0.0359360535293639,0.24741018515345725,-0.08986327418990242,-0.15092764132666048,-0.3177776974025057,-0.41227101969165075,0.013744368057109893,0.5339465748144901,0.2962926032395361,1.0311060777884324,0.5218947488683128,-0.19884997409578994,-0.7672439233908467,-0.09571722367594715,0.24865387677930814,-0.2723927232422986,0.23270283804373898,0.3194986513761042,-0.3080273914052106,0.3947533643166913,-0.7396543908842064,0.8334338357030496,0.9348348429345849,0.800627759193108,-0.1448863146772622,-0.6445242687042246,-1.205422381757923,0.1648862904643391,-0.28597265366838154,0.030657564911353987,-0.11156960532509101,-0.21460768286240842,0.09230775682292089,0.0979268665870982,-0.07282616252482499
1970-10-01,-1.024598718036064,0.41824417604863684,-1.039304526241512,2.4623022723334724,1.1434312885745785,0.5667801004612988,0.04724584748310906,0.3317624384859611,0.2644108170385555,-0.7081179725637343,-0.41227101969165075,0.09477901044062774,0.4607524493872256,0.02242271695876896,0.061628828114230046,-0.7812830482894465,0.009022231129573014,0.020477209928955176,0.5079413382275265,0.2220231737512201,0.3917197899613159,0.20633611189535625,-0.07348075796885524,0.5247186966210582,0.17476920650286895,-0.21421351192165394,-0.5577802713126143,0.7122994123362789,-0.7161741545975094,-0.03090651601764533,-0.9859074956213284,-0.8259284440577581,0.341066523409836,-0.46716244306936455,-0.4947416292345674,0.0709169475692924,0.34746880629527754,-0.05804626994035798,-0.08702521933072774,-0.20582554679083964
1971-01-01,-0.8704767454404218,0.11668471826527521,-0.20969542389152676,-1.7663323285014991,-1.2703148587221202,-1.7375145636616003,-1.8971170589971167,-0.9362301887195996,-2.050764458778014,-1.0956216950074342,-0.11353677146020036,-0.7233794539986066,-0.3541026496429194,-1.1611709030843422,-0.16289186960222837,0.21885815248977106,-0.3027860767084714,1.0248548409658054,0.47044111690208323,0.5140196051494965,0.8409927127173923,0.8116550046136408,-0.2990155554275659,0.7018572024434455,0.7651248375757338,1.9652941137148687,-1.2078408728922037,0.42802534077618426,4.297645995603219,-0.16512571817756802,-0.7245940625118105,-0.22872164318325558,0.22030797259836726,-0.09747295076579388,-0.002542390802346069,1.5262935866540033,-0.24853592496851765,-0.28107685022624607,-0.3453402148382104,-0.2749466405432789
1971-04-01,1.320923068719916,1.2443842421537117,0.876832572117648,1.7404693322004074,0.8148834229282228,1.0666053120231438,0.783861284088948,-0.08986327418990242,1.109291504649428,1.5908532148836951,0.4762663113356576,0.014235821360997495,0.07778297956569491,0.9340905218768798,0.8875548855325962,-0.7812830482894465,-0.32877010236164184,1.9276993498615056,0.7271384986214864,1.0918149701146085,1.423187767711328,0.1447726967424915,-0.3270517149761239,1.1952938368633648,0.1464863656413556,0.9634955861881087,-0.9763474820701863,-0.0548363835405632,-2.9940240249370347,-0.08842903122904076,-0.7588293855449936,-0.3956928173294864,0.6442578823887635,-0.34382005534002075,-1.4723424923118675,0.6978979683454545,1.537505345155657,-0.08829966003543883,-0.019630315774253483,-0.21936016475823697
1971-07-01,0.9214944785824514,0.5071792772092102,-0.5892486893955241,-0.15714864328446165,-1.0350801459981378,0.11983441644192436,0.9714540016911074,-0.44622759669940126,0.25060823406301885,0.41942726349771475,0.17380766530059277,-0.3969266086130983,0.6016960504859168,-0.611952439655427,-0.9229052697208728,0.019571067446965698,-0.484674256280664,-0.05628709157126243,-0.17892235591032826,0.1253190167473242,-0.09998916113259414,0.12174356009557998,0.6246292034751565,-0.53912115399449,0.6536593190771122,0.01066028267566784,-0.5059920769750416,1.2064988781398285,-1.0700017051282658,-0.11719028883473848,-0.04482314012524088,4.365899726168576,0.932000214232428,1.4015895701573384,-1.263798072848765,0.22270638203719959,1.2425985852514612,-0.2573329490642847,0.1595736837917164,0.0011828803247123836
1971-10-01,0.01927688700878842,-0.737957982815285,0.9878771588570631,-0.5113822208639538,0.5136132686833325,-0.3212126500774187,-0.5384180182406232,-0.08986327418990242,0.44190904073916903,0.40516776766056634,0.1688825761229845,-0.23265969766932396,0.7786156064676022,0.38475192443812456,0.9784572759560931,1.190047741616828,-0.6405784101996862,-0.06604882144183985,-0.19074915899987505,-0.19284625869938735,-0.18761813317672396,0.690619835370928,-0.20096289572474496,0.024133960780336097,1.7159251205687012,2.6124824611158406,3.049395934822685,0.7901900976873244,-1.889895859548662,-0.04262406541255922,0.5658001260792184,3.751689004762033,1.119035973770401,1.0309232514031579,0.02270985108159545,0.7363229091916648,-0.14198127763983345,-0.6142558185868572,-0.09111155419748332,0.7026780044023351
1972-01-01,0.8216210976596304,1.9624863217501343,-0.26954613216391254,-0.8038866494388048,0.8747690534475399,-1.3804837295588117,-0.6487163351769895,-1.6846570982924498,-1.3867759759169507,0.02077285331869143,0.7355872141887697,-2.858079239770575,-1.0549352765448268,0.7375283776565105,-0.12951521478742756,-1.3548753687286346,-1.6279713850201603,0.8323813431664863,-0.48296768905806264,-0.2048815684151048,0.02296287703932761,-0.5129150211030375,0.7796466631496016,-0.15199464365368387,1.8896205772840262,0.717804851734882,1.7074579350041836,1.9454461752747667,0.29743148726774965,-0.004275721938295594,2.1481498262586545,2.551728516099822,1.3405625205290361,1.8814986257600208,-1.1042798619538212,-0.4790277605626863,1.2126902087872984,-0.8662166524217797,0.11145771282778193,0.31628460161144906
1972-04-01,1.3290598960491544,0.07126590175338772,0.7795399927331539,-0.19450877334259803,0.1844459155726696,0.6441071912520694,1.9801365686360926,2.7776330446605546,1.2377076673778908,1.1139892268148677,0.8566979948564294,3.8631717131294376,1.418204146954395,1.7723926108899934,-0.45303007133590206,1.6501899487011875,0.1909104107017656,-0.31926232889304473,0.3430416713238769,0.07180214188239381,0.2527445349950797,0.05750477882995301,0.8106319476647532,0.30505335591657473,2.5365663222699744,3.1058852763041602,2.7597544800126017,0.9350679482336284,2.299780715048495,-0.05221115128112512,2.378161143215587,4.2113703499951765,1.706066520990487,1.944178867831378,-0.3304232440279487,-0.5145391193657336,0.4813432071632883,-0.03846875276033067,0.046708962032419414,0.007779632785822529
1972-07-01,0.6905493724255745,1.0229971638578779,-1.3824225328653956,-2.92824850321807,-1.2945435392049065,-0.3825538128857304,-0.3826232778912312,0.397565046637248,0.6050952623473146,-0.3658368819937781,0.28277875972930216,0.41132787378379415,0.5308477525970898,-0.7672583218179315,0.4709395469289802,-0.28121244789983774,0.5546867698461507,0.5535945523177267,-0.2279483337284362,-0.23174557991923883,0.08667666184333886,0.03756871844085562,0.2850082993486453,0.009919176054123952,0.9589136125293116,2.155435128248254,-0.7521566539698205,0.6912119425616806,-0.24061220003939288,-0.1054727394398246,0.8839100254526073,0.6006688565996758,1.7189472864954105,3.1029717457309616,0.44749925127723056,-0.28320891817664856,-0.38914951050551294,1.2848624038346923,1.4691061572280693,1.151142959550645
