date,Y,X,beta_true
1900-01-01,0.0,1.4984577932726026,0.0
1900-04-01,-0.1467179066838196,1.714225247137991,-0.0224377563959873
1900-07-01,-0.010882185311956697,0.7986999976424091,-0.03187785216454988
1900-10-01,0.007825939174130804,0.44899019846278343,-0.04178068933386424
1901-01-01,0.03299555434016684,0.39510356131999513,-0.008783683809653386
1901-04-01,0.11152291164392127,0.27556909463656404,-0.020331228829658467
1901-07-01,-0.07949081522947866,-0.07825245594195628,-0.03926391368544628
1901-10-01,-0.03867269326070106,-0.8937094058472748,-0.06759356525535301
1902-01-01,0.004040690417295087,0.7408131299344317,-0.019221508733211795
1902-04-01,0.11869418720687744,-0.6347112920910244,-0.039108006972167916
1902-07-01,0.014291811165794113,-0.32787713355883613,-0.05593919572941057
1902-10-01,-0.13726819251414188,0.22652157768866643,-0.08553712883417947
1903-01-01,0.03392196359022106,0.4491192298608725,-0.10802990666460895
1903-04-01,0.11863974814677225,-1.1141183321142936,-0.11056009450425137
1903-07-01,-0.08370359701408393,0.22613241718727506,-0.10042461364093505
1903-10-01,-0.03717522401494806,-0.645406645719823,-0.12257353722254727
1904-01-01,-0.027797427180473025,-0.1663673775357836,-0.1056827880077387
1904-04-01,-0.3808306371778438,1.1784431681796042,-0.09196763776492203
1904-07-01,-0.024470743797269878,-1.1441128088719985,-0.1098164395557138
1904-10-01,-0.08312576848734851,0.15412044111124404,-0.06290231723744896
1905-01-01,0.10721367078820224,-0.04738712532737481,-0.11957255890645674
1905-04-01,-0.09510863637110875,0.9087346645827319,-0.14915941990038892
1905-07-01,0.26075422347624866,-2.1786450779001916,-0.18194325107041356
1905-10-01,-0.1137697816083151,0.7317329106873678,-0.2524403430806189
1906-01-01,-0.07544385477369091,0.19264274407639645,-0.26940202198653007
1906-04-01,-0.16079479126068666,0.915012414074277,-0.24257671181022267
1906-07-01,0.19866286835917168,-0.930614422706049,-0.2512945443310657
1906-10-01,-0.09467758968085974,-0.2792688850509784,-0.22269733261644634
1907-01-01,0.1759353227515389,-1.3677607187161176,-0.2433068677742409
1907-04-01,-0.14608574343014225,0.36729328183454346,-0.2331708497824867
1907-07-01,-0.5106605931065707,1.927828598385936,-0.25539491043848944
1907-10-01,0.7819923529183876,-2.903326060759353,-0.2545887078277637
1908-01-01,0.5867255068047785,-2.540861252812589,-0.2414478029836184
1908-04-01,-0.11838646629203275,0.34978666112993867,-0.22101506368643467
1908-07-01,0.4427434940438252,-1.8327208600113063,-0.20263487599155025
1908-10-01,0.044709017816436075,0.12081859865080032,-0.15823918349914462
1909-01-01,-0.15560565233214957,-0.6487737330344294,-0.1416529546505871
1909-04-01,-0.24531053492203087,0.8315566422042436,-0.15333875380754688
1909-07-01,-0.07195446423874796,0.5565315904402187,-0.1281189329375953
1909-10-01,-0.16694183501923776,0.8652704864434025,-0.13806730154502894
1910-01-01,-0.1159421173822173,0.7113810560768403,-0.06758901549653966
